"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","surveyor","hakai_id","sample_type","depth","transect_dist_m","collected_start","collected_end","density","density__m2_","canopy_height_cm","flowering_shoots","quality_log","substrate","decimal_lat","decimal_long","end_transect_decimal_lat","end_transect_decimal_lon"
"3831","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2022-08-06",3,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_EDGE3_0","seagrass_density",3.8,0,"8/6/2022 11:05","8/6/2022 11:12",5,80,85,0,"1: QCd by FM","sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"3832","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2022-08-06",3,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_EDGE3_10","seagrass_density",3.3,10,"8/6/2022 11:05","8/6/2022 11:12",0,0,0,0,"1: QCd by FM
2: Big rock","sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"3833","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2022-08-06",3,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_EDGE3_15","seagrass_density",4,15,"8/6/2022 11:05","8/6/2022 11:12",0,0,0,0,"1: QCd by FM
2: Sand","sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"3834","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2022-08-06",3,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_EDGE3_20","seagrass_density",4,20,"8/6/2022 11:05","8/6/2022 11:12",6,96,100,0,"1: QCd by FM","sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"3835","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2022-08-06",3,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_EDGE3_25","seagrass_density",4,25,"8/6/2022 11:05","8/6/2022 11:12",13,208,125,0,"1: QCd by FM","sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"3836","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2022-08-06",3,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_EDGE3_30","seagrass_density",3.8,30,"8/6/2022 11:05","8/6/2022 11:12",0,0,0,0,"1: QCd by FM
2: Sand","sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"3837","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2022-08-06",3,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_EDGE3_5","seagrass_density",3.8,5,"8/6/2022 11:05","8/6/2022 11:12",5,80,75,0,"1: QCd by FM","sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"3838","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2022-08-06",4,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR4_0","seagrass_density",2.4,0,"8/6/2022 9:54","8/6/2022 10:04",19,304,60,0,"1: QCd by FM","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"3839","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2022-08-06",4,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR4_10","seagrass_density",2,10,"8/6/2022 9:54","8/6/2022 10:04",40,640,70,0,"1: QCd by FM","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"3840","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2022-08-06",4,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR4_15","seagrass_density",2,15,"8/6/2022 9:54","8/6/2022 10:04",38,608,50,0,"1: QCd by FM","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"3841","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2022-08-06",4,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR4_20","seagrass_density",2.1,20,"8/6/2022 9:54","8/6/2022 10:04",17,272,65,0,"1: QCd by FM","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"3842","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2022-08-06",4,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR4_25","seagrass_density",2.1,25,"8/6/2022 9:54","8/6/2022 10:04",26,416,65,0,"1: QCd by FM","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"3843","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2022-08-06",4,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR4_30","seagrass_density",1.9,30,"8/6/2022 9:54","8/6/2022 10:04",18,288,75,0,"1: QCd by FM","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"3844","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2022-08-06",4,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR4_5","seagrass_density",2,5,"8/6/2022 9:54","8/6/2022 10:04",29,464,60,0,"1: QCd by FM","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"3845","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2022-08-06",5,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR5_0","seagrass_density",2.2,0,"8/6/2022 9:18","8/6/2022 9:33",10,160,50,0,"1: QCd by FM","sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"3846","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2022-08-06",5,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR5_10","seagrass_density",2.2,10,"8/6/2022 9:18","8/6/2022 9:33",20,320,70,0,"1: QCd by FM","sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"3847","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2022-08-06",5,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR5_15","seagrass_density",2,15,"8/6/2022 9:18","8/6/2022 9:33",13,208,50,0,"1: QCd by FM","sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"3848","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2022-08-06",5,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR5_20","seagrass_density",2,20,"8/6/2022 9:18","8/6/2022 9:33",34,544,70,0,"1: QCd by FM","sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"3849","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2022-08-06",5,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR5_25","seagrass_density",2,25,"8/6/2022 9:18","8/6/2022 9:33",23,368,45,0,"1: QCd by FM","sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"3850","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2022-08-06",5,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR5_30","seagrass_density",2,30,"8/6/2022 9:18","8/6/2022 9:33",29,464,70,0,"1: QCd by FM","sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"3851","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2022-08-06",5,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR5_5","seagrass_density",2.2,5,"8/6/2022 9:18","8/6/2022 9:33",22,352,65,0,"1: QCd by FM","sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"3852","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2022-08-06",6,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR6_0","seagrass_density",1.9,0,"8/6/2022 8:42","8/6/2022 8:56",21,336,40,0,"1: QCd by FM","sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"3853","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2022-08-06",6,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR6_10","seagrass_density",1.8,10,"8/6/2022 8:42","8/6/2022 8:56",26,416,55,0,"1: QCd by FM","sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"3854","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2022-08-06",6,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR6_15","seagrass_density",1.5,15,"8/6/2022 8:42","8/6/2022 8:56",17,272,70,0,"1: QCd by FM","sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"3855","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2022-08-06",6,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR6_20","seagrass_density",1.9,20,"8/6/2022 8:42","8/6/2022 8:56",28,448,20,0,"1: QCd by FM","sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"3856","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2022-08-06",6,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR6_25","seagrass_density",1.7,25,"8/6/2022 8:42","8/6/2022 8:56",11,176,70,0,"1: QCd by FM","sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"3857","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2022-08-06",6,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR6_30","seagrass_density",1.8,30,"8/6/2022 8:42","8/6/2022 8:56",21,336,60,0,"1: QCd by FM","sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"3858","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2022-08-06",6,"faye,krystal","gillian","2022-08-06_PRUTH_BAY_INTERIOR6_5","seagrass_density",1.9,5,"8/6/2022 8:42","8/6/2022 8:56",16,256,40,0,"1: QCd by FM","sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"3859","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2022-08-07",1,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE1_0","seagrass_density",3.4,0,"8/7/2022 9:27","8/7/2022 9:37",7,112,115,0,"1: QCd by CP","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"3860","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2022-08-07",1,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE1_10","seagrass_density",3.8,10,"8/7/2022 9:27","8/7/2022 9:37",6,96,125,0,"1: QCd by CP","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"3861","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2022-08-07",1,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE1_15","seagrass_density",3.5,15,"8/7/2022 9:27","8/7/2022 9:37",4,64,125,0,"1: QCd by CP","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"3862","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2022-08-07",1,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE1_20","seagrass_density",3.8,20,"8/7/2022 9:27","8/7/2022 9:37",7,112,100,0,"1: QCd by CP","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"3863","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2022-08-07",1,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE1_25","seagrass_density",3.8,25,"8/7/2022 9:27","8/7/2022 9:37",10,160,95,0,"1: QCd by CP","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"3864","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2022-08-07",1,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE1_30","seagrass_density",3.7,30,"8/7/2022 9:27","8/7/2022 9:37",12,192,150,0,"1: QCd by CP","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"3865","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2022-08-07",1,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE1_5","seagrass_density",3.8,5,"8/7/2022 9:27","8/7/2022 9:37",10,160,115,0,"1: QCd by CP","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"3866","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE2_0","seagrass_density",6.1,0,"8/7/2022 10:25","8/7/2022 10:32",4,64,120,0,"1: QCd by CP","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"3867","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE2_10","seagrass_density",6,10,"8/7/2022 10:25","8/7/2022 10:32",3,48,100,0,"1: QCd by CP","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"3868","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE2_15","seagrass_density",6.3,15,"8/7/2022 10:25","8/7/2022 10:32",4,64,125,1,"1: QCd by CP","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"3869","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE2_20","seagrass_density",6.1,20,"8/7/2022 10:25","8/7/2022 10:32",0,0,0,0,"1: QCd by CP","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"3870","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE2_25","seagrass_density",6.4,25,"8/7/2022 10:25","8/7/2022 10:32",5,80,90,0,"1: QCd by CP","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"3871","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE2_30","seagrass_density",6.6,30,"8/7/2022 10:25","8/7/2022 10:32",0,0,0,0,"1: QCd by CP","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"3872","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE2_5","seagrass_density",6,5,"8/7/2022 10:25","8/7/2022 10:32",4,64,120,1,"1: QCd by CP","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"3873","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2022-08-07",3,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE3_0","seagrass_density",5.7,0,"8/7/2022 14:19","8/7/2022 14:29",3,48,80,0,"1: QCd by CP","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"3874","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2022-08-07",3,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE3_10","seagrass_density",6.2,10,"8/7/2022 14:19","8/7/2022 14:29",1,16,120,0,"1: QCd by CP","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"3875","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2022-08-07",3,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE3_15","seagrass_density",6.4,15,"8/7/2022 14:19","8/7/2022 14:29",5,80,120,0,"1: QCd by CP","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"3876","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2022-08-07",3,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE3_20","seagrass_density",6.6,20,"8/7/2022 14:19","8/7/2022 14:29",4,64,100,0,"1: QCd by CP","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"3877","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2022-08-07",3,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE3_25","seagrass_density",6.3,25,"8/7/2022 14:19","8/7/2022 14:29",1,16,130,0,"1: QCd by CP","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"3878","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2022-08-07",3,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE3_30","seagrass_density",6.2,30,"8/7/2022 14:19","8/7/2022 14:29",4,64,125,0,"1: QCd by CP","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"3879","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2022-08-07",3,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE3_5","seagrass_density",5.7,5,"8/7/2022 14:19","8/7/2022 14:29",6,96,100,0,"1: QCd by CP","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"3880","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2022-08-07",7,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE7_0","seagrass_density",3.4,0,"8/7/2022 14:57","8/7/2022 15:14",5,80,175,0,"1: QCd by CP","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"3881","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2022-08-07",7,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE7_10","seagrass_density",3.9,10,"8/7/2022 14:57","8/7/2022 15:14",11,176,260,0,"1: QCd by CP","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"3882","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2022-08-07",7,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE7_15","seagrass_density",4.2,15,"8/7/2022 14:57","8/7/2022 15:14",4,64,240,0,"1: QCd by CP","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"3883","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2022-08-07",7,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE7_20","seagrass_density",4,20,"8/7/2022 14:57","8/7/2022 15:14",4,64,200,0,"1: QCd by CP","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"3884","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2022-08-07",7,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE7_25","seagrass_density",4.5,25,"8/7/2022 14:57","8/7/2022 15:14",2,32,250,0,"1: QCd by CP","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"3885","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2022-08-07",7,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE7_30","seagrass_density",4.2,30,"8/7/2022 14:57","8/7/2022 15:14",8,128,200,0,"1: QCd by CP","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"3886","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2022-08-07",7,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_EDGE7_5","seagrass_density",3.5,5,"8/7/2022 14:57","8/7/2022 15:14",19,304,250,0,"1: QCd by CP","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"3887","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2022-08-07",4,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR4_0","seagrass_density",6.8,0,"8/7/2022 11:55","8/7/2022 12:05",3,48,125,0,"1: QCd by CP","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"3888","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2022-08-07",4,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR4_10","seagrass_density",6.5,10,"8/7/2022 11:55","8/7/2022 12:05",1,16,60,0,"1: QCd by CP","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"3889","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2022-08-07",4,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR4_15","seagrass_density",6.8,15,"8/7/2022 11:55","8/7/2022 12:05",2,32,150,0,"1: QCd by CP","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"3890","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2022-08-07",4,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR4_20","seagrass_density",6.9,20,"8/7/2022 11:55","8/7/2022 12:05",2,32,40,0,"1: QCd by CP","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"3891","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2022-08-07",4,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR4_25","seagrass_density",7.1,25,"8/7/2022 11:55","8/7/2022 12:05",3,48,160,0,"1: QCd by CP","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"3892","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2022-08-07",4,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR4_30","seagrass_density",7.2,30,"8/7/2022 11:55","8/7/2022 12:05",4,64,150,0,"1: QCd by CP","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"3893","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2022-08-07",4,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR4_5","seagrass_density",7,5,"8/7/2022 11:55","8/7/2022 12:05",2,32,70,0,"1: QCd by CP","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"3894","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR5_0","seagrass_density",7.1,0,"8/7/2022 11:24","8/7/2022 11:34",5,80,120,0,"1: QCd by CP","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"3895","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR5_10","seagrass_density",7.1,10,"8/7/2022 11:24","8/7/2022 11:34",2,32,110,0,"1: QCd by CP","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"3896","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR5_15","seagrass_density",7.2,15,"8/7/2022 11:24","8/7/2022 11:34",3,48,175,1,"1: QCd by CP","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"3897","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR5_20","seagrass_density",7.3,20,"8/7/2022 11:24","8/7/2022 11:34",6,96,125,0,"1: QCd by CP","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"3898","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR5_25","seagrass_density",7,25,"8/7/2022 11:24","8/7/2022 11:34",7,112,110,0,"1: QCd by CP","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"3899","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR5_30","seagrass_density",6.9,30,"8/7/2022 11:24","8/7/2022 11:34",2,32,40,0,"1: QCd by CP","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"3900","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR5_5","seagrass_density",7.1,5,"8/7/2022 11:24","8/7/2022 11:34",2,32,100,0,"1: QCd by CP","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"3901","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2022-08-07",6,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR6_0","seagrass_density",7.6,0,"8/7/2022 12:32","8/7/2022 12:43",1,16,130,0,"1: QCd by CP","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"3902","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2022-08-07",6,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR6_10","seagrass_density",7.6,10,"8/7/2022 12:32","8/7/2022 12:43",4,64,130,0,"1: QCd by CP","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"3903","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2022-08-07",6,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR6_15","seagrass_density",7.3,15,"8/7/2022 12:32","8/7/2022 12:43",5,80,125,0,"1: QCd by CP","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"3904","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2022-08-07",6,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR6_20","seagrass_density",7.3,20,"8/7/2022 12:32","8/7/2022 12:43",5,80,160,0,"1: QCd by CP","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"3905","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2022-08-07",6,"carolyn,faye","gillian","2022-08-07_CHOKED_PASS_INTERIOR6_25","seagrass_density",7,25,"8/7/2022 12:32","8/7/2022 12:43",6,96,180,0,"1: QCd by CP","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
